Date,Ticker,Open,High,Low,Close,Volume
2025-03-27,ADVANC.BK,247.60379261363636,251.24502485795455,247.60379261363636,250.334716796875,1950700.0
2025-03-28,ADVANC.BK,249.42442249116445,250.33473060244606,247.6038062686012,248.5141143798828,1420300.0
2025-03-31,ADVANC.BK,245.78317649147726,250.334716796875,245.78317649147726,250.334716796875,4151600.0
2025-04-01,ADVANC.BK,251.24502943588746,255.79656982421875,251.24502943588746,255.79656982421875,4856200.0
2025-04-02,ADVANC.BK,256.70689034031614,256.70689034031614,252.1553497314453,252.1553497314453,3485000.0
2025-04-03,ADVANC.BK,252.15535044498583,254.8862748180362,251.2450423206357,253.06565856933594,3730300.0
2025-04-04,ADVANC.BK,252.1553460850435,253.06565419365376,245.78318932477166,247.6038055419922,4825500.0
2025-04-08,ADVANC.BK,245.78318859818236,247.60380481002076,240.3213399626672,246.69349670410156,9973600.0
2025-04-09,ADVANC.BK,248.51412760416667,250.33474392361111,244.8728949652778,245.783203125,7425100.0
2025-04-10,ADVANC.BK,250.33472061157227,254.88626098632812,248.51410446166992,254.88626098632812,6276400.0
2025-04-11,ADVANC.BK,255.79660227600957,259.4378350486218,253.0656776965504,258.52752685546875,5060800.0
2025-04-16,ADVANC.BK,259.4378350486218,259.4378350486218,255.79660227600957,258.52752685546875,6199300.0
2025-04-17,ADVANC.BK,258.5274932861328,258.5274932861328,253.97595291137694,254.88626098632812,2478100.0
2025-04-18,ADVANC.BK,254.8862625013852,257.61718674247146,253.065646340661,256.7068786621094,2269700.0
2025-04-21,ADVANC.BK,256.706877901885,257.61718597955127,253.97595366888623,255.79656982421875,1852500.0
2025-04-22,ADVANC.BK,254.8862617465525,257.61718597955127,253.97595366888623,255.79656982421875,6551300.0
2025-04-23,ADVANC.BK,258.52752620845297,259.4378343993278,255.79660163582847,257.6172180175781,4082523.0
2025-04-24,ADVANC.BK,257.6171852111816,257.6171852111816,253.97595291137694,254.88626098632812,3775100.0
2025-04-25,ADVANC.BK,255.79658221854197,256.70689034031614,251.24504160967112,252.1553497314453,3989200.0
2025-04-28,ADVANC.BK,251.2450423206357,253.97596669368608,251.2450423206357,253.06565856933594,3060400.0
2025-04-29,ADVANC.BK,253.97598588970345,258.52752685546875,253.0656776965504,258.52752685546875,4232600.0
2025-04-30,ADVANC.BK,259.4378124172405,268.5408935546875,257.6171961897511,268.5408935546875,11713100.0
2025-05-02,ADVANC.BK,273.092434123411,273.092434123411,265.8099692134534,268.5408935546875,4849400.0
2025-05-06,ADVANC.BK,270.36151123046875,274.9130518235743,267.63058687460546,270.36151123046875,7672800.0
2025-05-07,ADVANC.BK,277.64398123088637,281.2852137716193,273.0924405549702,276.7336730957031,13640800.0
2025-05-08,ADVANC.BK,277.6439514160156,281.28518356573386,274.0027192662974,277.6439514160156,10332700.0
2025-05-09,ADVANC.BK,278.5542886564047,281.2852130549969,273.0924398592203,275.8233642578125,7573200.0
2025-05-13,ADVANC.BK,278.5542886564047,279.46459678926874,272.1821317263562,275.8233642578125,12389600.0
2025-05-14,ADVANC.BK,274.00274728939235,275.8233635504514,271.2718228978037,274.9130554199219,9678100.0
2025-05-15,ADVANC.BK,274.91305108972495,274.91305108972495,267.63058616019583,269.4512023925781,7229500.0
2025-05-16,ADVANC.BK,270.3615366793834,270.3615366793834,260.34814643199877,263.0790710449219,12026500.0
2025-05-19,ADVANC.BK,265.80996849423366,269.45120093936015,264.899660382952,267.6305847167969,4286700.0
2025-05-20,ADVANC.BK,268.5408928280785,272.182125273205,266.72027660551527,267.6305847167969,5305800.0
2025-05-21,ADVANC.BK,270.36151123046875,270.36151123046875,264.8996625187421,270.36151123046875,5936600.0
2025-05-22,ADVANC.BK,269.45120311184763,271.27181934908987,267.63058687460546,270.36151123046875,4690600.0
2025-05-23,ADVANC.BK,269.45120020531147,269.45120020531147,265.80996777010455,266.72027587890625,2153700.0
2025-05-26,ADVANC.BK,267.6305847167969,268.5408928280785,264.899660382952,267.6305847167969,1941600.0
2025-05-27,ADVANC.BK,267.63058325362533,267.63058325362533,263.9893508284059,265.8099670410156,3388300.0
2025-05-28,ADVANC.BK,265.80996407402887,267.6305802663167,261.2584235933092,262.1687316894531,5499900.0
2025-05-29,ADVANC.BK,264.8996552258003,264.8996552258003,259.4378066644436,261.2584228515625,5844100.0
2025-05-30,ADVANC.BK,261.2584221046288,264.89965446845633,258.52749783175807,260.3481140136719,28115200.0
2025-06-04,ADVANC.BK,259.4378110084924,267.630583987708,257.61719479088896,266.72027587890625,9004100.0
2025-06-05,ADVANC.BK,268.5408920965097,268.5408920965097,264.8996596613028,266.72027587890625,4252800.0
2025-06-06,ADVANC.BK,266.72027366901267,268.54088987153153,263.07904126397494,263.9893493652344,3482000.0
2025-06-09,ADVANC.BK,264.89968745353724,265.8099956578449,262.1687628406142,263.0790710449219,2891700.0
2025-06-10,ADVANC.BK,262.1687316894531,264.89965597788495,261.2584235933092,262.1687316894531,2263500.0
2025-06-11,ADVANC.BK,262.1687346157962,266.7202751473205,262.1687346157962,265.8099670410156,3821800.0
2025-06-12,ADVANC.BK,264.89965446845633,264.89965446845633,259.437805922715,260.3481140136719,4361600.0
2025-06-13,ADVANC.BK,258.52752685546875,260.3481432417749,256.70691046916266,258.52752685546875,3138900.0
2025-06-16,ADVANC.BK,257.61718674247146,260.3481109835577,256.7068786621094,256.7068786621094,5020000.0
2025-06-17,ADVANC.BK,258.52749482283355,259.43780290319563,254.8862625013852,256.7068786621094,6395700.0
2025-06-18,ADVANC.BK,255.79658294238632,256.7068910667365,252.15535044498583,253.06565856933594,6284400.0
2025-06-19,ADVANC.BK,250.33472763118246,252.1553438321365,243.05226282736623,244.8728790283203,10192800.0
2025-06-20,ADVANC.BK,250.33472763118246,250.33472763118246,243.05226282736623,244.8728790283203,9465700.0
2025-06-23,ADVANC.BK,243.05226642023908,251.24503944564037,243.05226642023908,249.42442321777344,8184300.0
2025-06-24,ADVANC.BK,252.15535044498583,253.97596669368608,249.42442607193544,253.06565856933594,10748600.0
2025-06-25,ADVANC.BK,251.24505812121976,254.88629084761422,251.24505812121976,253.97598266601562,7153800.0
2025-06-26,ADVANC.BK,254.8862625013852,257.61718674247146,253.97595442102312,256.7068786621094,7504300.0
2025-06-27,ADVANC.BK,254.88628472222223,255.79659288194443,244.8728949652778,245.783203125,12249800.0
2025-06-30,ADVANC.BK,252.15535044498583,254.8862748180362,249.42442607193544,253.06565856933594,14996600.0
2025-07-01,ADVANC.BK,253.9759852540788,258.52752620845297,250.33475249057946,257.6172180175781,8460600.0
2025-07-02,ADVANC.BK,258.5274940572175,260.34811021255,253.06564559121998,255.79656982421875,7904600.0
2025-07-03,ADVANC.BK,255.79656906127929,256.70687713623045,253.06564483642578,254.88626098632812,5224700.0
2025-07-04,ADVANC.BK,255.79659902921284,255.79659902921284,252.15536630281838,253.97598266601562,3052700.0
2025-07-07,ADVANC.BK,255.7965742902058,261.2584228515625,254.88626619664635,261.2584228515625,6427600.0
2025-07-08,ADVANC.BK,261.2584514349279,262.168759628081,258.52752685546875,258.52752685546875,4605000.0
2025-07-09,ADVANC.BK,258.52752685546875,259.4378350486218,256.70691046916266,258.52752685546875,5072600.0
2025-07-11,ADVANC.BK,259.437805922715,262.1687301955857,258.52749783175807,260.3481140136719,3314900.0
2025-07-14,ADVANC.BK,261.2584235933092,263.989347881741,260.3481154971653,262.1687316894531,4414600.0
2025-07-15,ADVANC.BK,262.16873389175254,265.8099663069158,261.25842578796176,264.899658203125,2947900.0
2025-07-16,ADVANC.BK,263.98937924922956,264.89968745353724,262.1687628406142,263.0790710449219,3225200.0
2025-07-17,ADVANC.BK,264.89965893471077,266.7202751473205,263.07904272210106,265.8099670410156,6117200.0
2025-07-18,ADVANC.BK,265.80996849423366,269.45120093936015,265.80996849423366,267.6305847167969,4406300.0
2025-07-21,ADVANC.BK,267.630583987708,268.5408920965097,264.8996596613028,266.72027587890625,2738500.0
2025-07-22,ADVANC.BK,267.63058325362533,269.45119946623504,264.89965893471077,265.8099670410156,4558000.0
2025-07-23,ADVANC.BK,267.63058687460546,271.27181934908987,267.63058687460546,270.36151123046875,3003800.0
2025-07-24,ADVANC.BK,268.5408928280785,270.36150905064176,267.6305847167969,267.6305847167969,2991000.0
2025-07-25,ADVANC.BK,267.630583987708,270.36150831411317,264.8996596613028,266.72027587890625,5407000.0
2025-07-29,ADVANC.BK,267.63058325362533,268.5408913599302,262.1687346157962,265.8099670410156,5599800.0
2025-07-30,ADVANC.BK,264.89965597788495,266.7202721701728,261.2584235933092,262.1687316894531,5390200.0
2025-07-31,ADVANC.BK,259.43780958038013,264.899658203125,259.43780958038013,264.899658203125,6140500.0
2025-08-01,ADVANC.BK,265.80996407402887,265.80996407402887,261.2584235933092,262.1687316894531,3924100.0
2025-08-04,ADVANC.BK,263.07904126397494,263.9893493652344,261.2584250614561,263.9893493652344,3614300.0
2025-08-05,ADVANC.BK,264.8996610997087,269.4512016684322,263.0790448722193,268.5408935546875,8272700.0
2025-08-06,ADVANC.BK,270.36151050876924,270.36151050876924,266.72027804400466,269.4512023925781,3374800.0
2025-08-07,ADVANC.BK,275.8233606735332,277.6439769156027,270.36151194732463,271.2718200683594,9431900.0
2025-08-08,ADVANC.BK,274.0027437049532,274.9130518235743,268.5408949932266,270.36151123046875,7285300.0
2025-08-13,ADVANC.BK,272.18213032567223,274.91305471021076,271.2718221974927,274.00274658203125,5196200.0
2025-08-14,ADVANC.BK,274.9130539957682,274.9130539957682,272.1821296183268,273.0924377441406,3116700.0
2025-08-15,ADVANC.BK,273.0924363104289,274.00274443146367,271.2718200683594,271.2718200683594,3502300.0
2025-08-18,ADVANC.BK,272.182125273205,272.182125273205,267.6305847167969,267.6305847167969,5183200.0
2025-08-19,ADVANC.BK,267.52803313156653,271.2566468337487,266.59587970602104,270.3244934082031,8790700.0
2025-08-20,ADVANC.BK,270.32450532260003,273.120965722489,268.46019838934075,272.1888122558594,3451600.0
2025-08-21,ADVANC.BK,273.1209597243476,273.1209597243476,270.3244993858731,271.25665283203125,3219800.0
2025-08-22,ADVANC.BK,272.1888062781894,274.0531131705058,271.25665283203125,271.25665283203125,2319500.0
2025-08-25,ADVANC.BK,273.1209597243476,275.91742006282215,270.3244993858731,271.25665283203125,4350800.0
2025-08-26,ADVANC.BK,271.2566638920931,283.3746591862416,271.2566638920931,277.78173828125,14602600.0
2025-08-27,ADVANC.BK,277.78174420104773,279.64605120910846,276.8495906970174,278.7138977050781,3658800.0
2025-08-28,ADVANC.BK,278.7138977050781,280.57820471313886,276.8495906970174,278.7138977050781,5007700.0
2025-08-29,ADVANC.BK,277.78174513213486,278.7138986392897,272.188824089206,274.0531311035156,8879300.0
2025-09-01,ADVANC.BK,274.0531301849263,278.7138977050781,272.1888231768656,278.7138977050781,4584300.0
2025-09-02,ADVANC.BK,278.7138731892904,279.6460266113281,276.84956634521484,279.6460266113281,3292600.0
2025-09-03,ADVANC.BK,279.64604524958054,281.5103522179111,275.91743131291946,277.78173828125,5270500.0
2025-09-04,ADVANC.BK,277.7817330556373,277.7817330556373,272.1888122558594,272.1888122558594,5349300.0
2025-09-05,ADVANC.BK,272.1888181927261,274.0531251666489,270.3245112188033,273.1209716796875,6021100.0
2025-09-08,ADVANC.BK,274.05310711038527,274.98526053593076,270.3244934082031,270.3244934082031,4366500.0
2025-09-09,ADVANC.BK,271.2566468337487,273.1209536848397,270.3244934082031,270.3244934082031,4023000.0
2025-09-10,ADVANC.BK,270.3244934082031,272.18880025929417,268.4601865571121,270.3244934082031,5141500.0
2025-09-11,ADVANC.BK,271.2566647057647,273.1209716796875,270.3245112188033,273.1209716796875,4255700.0
2025-09-12,ADVANC.BK,273.120965722489,274.05311918911866,270.32450532260003,272.1888122558594,5964500.0
2025-09-15,ADVANC.BK,272.1887997384799,274.9852600097656,270.32449289095604,274.9852600097656,3247200.0
2025-09-16,ADVANC.BK,275.9174321405717,276.8495856275331,272.1888181927261,273.1209716796875,4134500.0
2025-09-17,ADVANC.BK,273.12096500075626,277.78173232158827,272.18881153658987,276.8495788574219,5347000.0
2025-09-18,ADVANC.BK,275.9174321405717,276.8495856275331,272.1888181927261,273.1209716796875,4605900.0
2025-09-19,ADVANC.BK,273.12097759636083,274.9852846106704,272.188824089206,274.0531311035156,5815100.0
2025-09-22,ADVANC.BK,274.05311918911866,274.05311918911866,271.25665878922973,272.1888122558594,2388400.0
2025-09-23,ADVANC.BK,272.1888190375434,272.1888190375434,268.460205078125,268.460205078125,5402900.0
2025-09-24,ADVANC.BK,268.46019838934075,274.98527265574836,268.46019838934075,272.1888122558594,7583400.0
2025-09-25,ADVANC.BK,273.1209597243476,274.0531131705058,271.25665283203125,271.25665283203125,4330400.0
2025-09-26,ADVANC.BK,270.3244934082031,273.1209536848397,270.3244934082031,270.3244934082031,4059400.0
2025-09-29,ADVANC.BK,271.2566647057647,274.9852786536103,271.2566647057647,273.1209716796875,4329500.0
2025-09-30,ADVANC.BK,274.0531131705058,274.0531131705058,270.3244993858731,271.25665283203125,6900300.0
2025-10-01,ADVANC.BK,271.25665878922973,274.98527265574836,270.32450532260003,272.1888122558594,5256200.0
2025-10-02,ADVANC.BK,273.120965722489,274.98527265574836,272.1888122558594,272.1888122558594,5268700.0
2025-10-03,ADVANC.BK,272.1888062781894,273.1209597243476,271.25665283203125,271.25665283203125,2463000.0
2025-10-06,ADVANC.BK,273.1209597243476,274.0531131705058,271.25665283203125,271.25665283203125,3008500.0
2025-10-07,ADVANC.BK,271.25665283203125,271.25665283203125,271.25665283203125,271.25665283203125,0.0
2025-10-08,ADVANC.BK,272.1888122558594,273.120965722489,271.25665878922973,272.1888122558594,3114200.0
2025-10-09,ADVANC.BK,272.1888173762584,277.78173828125,272.1888173762584,277.78173828125,6080900.0
2025-10-10,ADVANC.BK,277.7817202810514,278.7138737048133,274.9852600097656,274.9852600097656,4809000.0
2025-10-14,ADVANC.BK,274.98526598956136,278.713879765691,274.0531125455289,275.91741943359375,5203000.0
2025-10-15,ADVANC.BK,276.84958479708473,277.78173828125,275.91743131291946,277.78173828125,6043300.0
2025-10-16,ADVANC.BK,278.7138857857547,279.6460392499211,275.9174253932555,276.8495788574219,2883600.0
2025-10-17,ADVANC.BK,275.9174253932555,277.78173232158827,274.9852719290891,276.8495788574219,2149100.0
2025-10-20,ADVANC.BK,277.78174420104773,279.64605120910846,276.8495906970174,278.7138977050781,2702500.0
2025-10-21,ADVANC.BK,278.7138977050781,279.64605120910846,277.78174420104773,278.7138977050781,3471200.0
2025-10-22,ADVANC.BK,278.7138909569668,285.2389653271968,276.84958399404394,282.4425048828125,7875600.0
2025-10-24,ADVANC.BK,283.3746575689935,291.76403887860187,282.44250409014813,287.103271484375,8735100.0
2025-10-27,ADVANC.BK,289.8997132332094,294.56048032699096,288.03540639569684,288.9675598144531,8301400.0
2025-10-28,ADVANC.BK,289.8997137351114,290.8318671554815,282.44248637215037,284.3067932128906,10845600.0
2025-10-29,ADVANC.BK,284.3068110478389,288.96757844206576,283.3746575689935,287.103271484375,4626600.0
2025-10-30,ADVANC.BK,284.3067932128906,286.1711000536309,282.44248637215037,284.3067932128906,5450500.0
2025-10-31,ADVANC.BK,284.3068058443385,284.3068058443385,280.57819199719967,281.5103454589844,5191900.0
2025-11-03,ADVANC.BK,283.3746523825538,285.23895930612326,279.64603853541496,281.5103454589844,5141200.0
2025-11-04,ADVANC.BK,280.57819791988965,284.30681184573535,277.78173747550534,282.4425048828125,11393500.0
2025-11-05,ADVANC.BK,281.5103498464956,293.6283450385633,280.5781963701827,291.7640380859375,10900300.0
2025-11-06,ADVANC.BK,292.6961975097656,298.28911848128985,291.7640440145116,292.6961975097656,7903500.0
2025-11-07,ADVANC.BK,291.7640195816282,295.492633250403,290.83186616443453,293.6283264160156,3580000.0
2025-11-10,ADVANC.BK,294.56048583984375,297.3569461484499,290.8318720950356,294.56048583984375,5557300.0
2025-11-11,ADVANC.BK,294.56048583984375,297.3569461484499,293.6283324036417,294.56048583984375,4453400.0
2025-11-12,ADVANC.BK,296.4247866675967,297.35694008479044,292.6961729988219,293.6283264160156,6636300.0
2025-11-13,ADVANC.BK,295.4926452636719,296.4247987187623,293.62833835349096,295.4926452636719,3186900.0
2025-11-14,ADVANC.BK,293.62835189671193,294.56050539479673,287.1032774101183,288.0354309082031,7420500.0
2025-11-17,ADVANC.BK,288.9675835287495,292.6961975097656,288.03543003349546,292.6961975097656,3849700.0
2025-11-18,ADVANC.BK,291.7640255312376,297.3569461484499,290.8318720950356,294.56048583984375,4932900.0
2025-11-19,ADVANC.BK,294.5604985148762,295.4926519911891,290.8318846096246,291.7640380859375,5091100.0
2025-11-20,ADVANC.BK,292.6961729988219,295.492633250403,291.7640195816282,293.6283264160156,4226100.0
2025-11-21,ADVANC.BK,292.6961855766101,293.6283390338604,288.9675717476087,290.8318786621094,4347800.0
2025-11-24,ADVANC.BK,291.76402611441165,292.6961795524769,288.96756580021605,289.89971923828125,8389100.0
2025-11-25,ADVANC.BK,290.83186616443453,293.6283264160156,289.8997127472408,293.6283264160156,3882700.0
2025-11-26,ADVANC.BK,293.62835189671193,293.62835189671193,287.1032774101183,288.0354309082031,4659300.0
2025-11-27,ADVANC.BK,288.035431811684,288.035431811684,282.4425108056319,283.3746643066406,5959000.0
2025-11-28,ADVANC.BK,286.1711120605469,288.0354189795081,284.30680514158564,286.1711120605469,4590600.0
2025-12-01,ADVANC.BK,285.2389637517472,291.7640380859375,285.2389637517472,291.7640380859375,4910700.0
2025-12-02,ADVANC.BK,291.76403211935974,291.76403211935974,288.03541829035834,290.8318786621094,4179100.0
2025-12-03,ADVANC.BK,290.8318853997565,291.76403887860187,287.103271484375,287.103271484375,2857400.0
2025-12-04,ADVANC.BK,287.1032595166973,288.96756639667586,284.30679919672946,285.23895263671875,4840400.0
2025-12-08,ADVANC.BK,286.1711000536309,288.03540689437114,283.3746397925205,284.3067932128906,4095000.0
2025-12-09,ADVANC.BK,284.30679272067164,288.9675598144531,283.37463930191535,288.9675598144531,3651100.0
2025-12-11,ADVANC.BK,289.8997132332094,289.8997132332094,286.1710995581842,288.9675598144531,3877300.0
2025-12-12,ADVANC.BK,287.103253474001,288.03540689437114,283.3746397925205,284.3067932128906,5303600.0
